Waktu ,SKU,Nama Barang,Jumlah Keluar,Harga Jual,Total,Catatan
12/10/17 01:45 PM,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171210-400610
12/10/17 01:45 PM,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171210-400610
12/10/17 08:48 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171210-519108
12/10/17 07:34 AM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171210-225835
12/10/17 07:19 AM,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171210-263520
12/10/17 06:26 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171210-242722
12/10/17 04:56 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171210-998872
12/10/17 04:56 AM,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp115,000","Rp115,000",Pesanan ID-20171210-998872
12/10/17 03:43 AM,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171210-706758
12/10/17 03:43 AM,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171210-706758
12/10/17 03:42 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171210-623168
12/10/17 02:59 AM,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171210-211334
12/10/17 01:57 AM,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171210-223115
12/10/17 01:57 AM,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171210-223115
12/10/17 01:30 AM,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171210-211452
12/10/17 12:25 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp110,000","Rp110,000",Pesanan ID-20171209-694435
12/09/17 03:27 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171209-117142
12/09/17 03:27 PM,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171209-117142
12/09/17 02:17 PM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171209-366637
12/09/17 01:36 PM,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,"Rp130,000","Rp130,000",Pesanan ID-20171209-470893
12/09/17 10:21 AM,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171209-414655
12/09/17 10:21 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171209-414655
12/09/17 07:42 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171209-549940
12/09/17 07:42 AM,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171209-549940
12/09/17 06:11 AM,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171209-415144
12/09/17 02:05 AM,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171209-963179
12/09/17 02:05 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp115,000","Rp115,000",Pesanan ID-20171209-963179
12/09/17 02:02 AM,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171209-342079
12/09/17 01:49 AM,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171209-683254
12/08/17 11:15 PM,SSI-D00864614-XL-NAV,"Deklia Plain Casual Blouse (XL,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171208-101785
12/08/17 11:15 PM,SSI-D01037807-X3-BWH,"Dellaya Plain Loose Big Blouse (XXXL,Broken White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171208-101785
12/08/17 05:21 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp115,000","Rp115,000",Pesanan ID-20171208-679432
12/08/17 04:13 PM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171208-608958
12/08/17 04:13 PM,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171208-608958
12/08/17 02:17 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171208-871274
12/08/17 02:17 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171208-871274
12/08/17 12:15 PM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171208-928009
12/08/17 12:15 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171208-928009
12/08/17 11:22 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171208-527174
12/08/17 11:06 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,Rp0,Rp0,Barang Hilang
12/08/17 10:26 AM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp115,000","Rp115,000",Pesanan ID-20171208-606576
12/08/17 10:22 AM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp125,000","Rp125,000",Pesanan ID-20171208-900678
12/08/17 08:41 AM,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171208-730436
12/08/17 08:15 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171208-686195
12/08/17 08:15 AM,SSI-D00791077-MM-BWH,"Zalekia Plain Casual Blouse (M,Broken White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171208-686195
12/08/17 08:13 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171208-672620
12/08/17 06:56 AM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171208-746419
12/08/17 06:12 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171208-684258
12/08/17 06:12 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171208-684258
12/08/17 04:38 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171208-626382
12/08/17 02:42 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171208-568576
12/08/17 02:42 AM,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,"Rp125,000","Rp125,000",Pesanan ID-20171208-568576
12/08/17 02:13 AM,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp125,000","Rp125,000",Pesanan ID-20171207-021250
12/07/17 09:17 PM,SSI-D00791015-LL-BWH,"Zalekia Plain Casual Blouse (L,Broken White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171207-736072
12/07/17 07:10 PM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171207-966648
12/07/17 05:14 PM,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171207-049209
12/07/17 03:25 PM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171207-845440
12/07/17 03:25 PM,SSI-D01220338-XX-SAL,"Devibav Plain Trump Blouse (XXL,Salem)",1,"Rp125,000","Rp125,000",Pesanan ID-20171207-845440
12/07/17 02:16 PM,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171207-658742
12/07/17 02:16 PM,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171207-658742
12/07/17 02:14 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp130,000","Rp130,000",Pesanan ID-20171207-371707
12/07/17 02:01 PM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171207-363609
12/07/17 02:00 PM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171207-489881
12/07/17 10:13 AM,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp110,000","Rp110,000",Pesanan ID-20171207-213561
12/07/17 10:13 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp110,000","Rp110,000",Pesanan ID-20171207-213561
12/07/17 08:16 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171207-121592
12/07/17 08:16 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171207-121592
12/07/17 05:36 AM,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171207-363344
12/07/17 04:53 AM,SSI-D01220322-MM-YEL,"Devibav Plain Trump Blouse (M,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171207-252527
12/07/17 04:53 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171207-252527
12/07/17 04:36 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171207-083579
12/07/17 04:12 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171207-154800
12/07/17 04:12 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171207-154800
12/07/17 03:34 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171207-374282
12/06/17 11:12 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171206-040870
12/06/17 11:11 PM,SSI-D01220346-LL-SAL,"Devibav Plain Trump Blouse (L,Salem)",1,"Rp130,000","Rp130,000",Pesanan ID-20171206-414465
12/06/17 02:58 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171206-877565
12/06/17 02:58 PM,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171206-877565
12/06/17 01:45 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp115,000","Rp115,000",Pesanan ID-20171206-890720
12/06/17 01:19 PM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171206-752043
12/06/17 10:52 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171206-100887
12/06/17 10:33 AM,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp115,000","Rp115,000",Pesanan ID-20171206-845897
12/06/17 06:41 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171206-990859
12/06/17 06:25 AM,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171206-904900
12/06/17 06:05 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",2,"Rp110,000","Rp220,000",Pesanan ID-20171206-877780
12/06/17 06:05 AM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171206-877780
12/06/17 03:34 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171206-934657
12/06/17 03:34 AM,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp120,000","Rp120,000",Pesanan ID-20171206-934657
12/06/17 03:14 AM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp110,000","Rp110,000",Pesanan ID-20171206-883808
12/06/17 03:07 AM,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,"Rp110,000","Rp110,000",Pesanan ID-20171206-130674
12/06/17 02:51 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171205-584972
12/05/17 07:11 PM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171205-820027
12/05/17 07:11 PM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171205-820027
12/05/17 05:57 PM,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,Rp0,Rp0,Barang Rusak
12/05/17 05:52 PM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171205-375955
12/05/17 05:52 PM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp130,000","Rp130,000",Pesanan ID-20171205-375955
12/05/17 03:15 PM,SSI-D00791015-LL-BWH,"Zalekia Plain Casual Blouse (L,Broken White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-024952
12/05/17 02:38 PM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-799418
12/05/17 02:07 PM,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,"Rp115,000","Rp115,000",Pesanan ID-20171205-990226
12/05/17 01:44 PM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-897421
12/05/17 01:14 PM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-723710
12/05/17 11:55 AM,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,"Rp120,000","Rp120,000",Pesanan ID-20171205-814748
12/05/17 11:55 AM,SSI-D00791091-XL-BWH,"Zalekia Plain Casual Blouse (XL,Broken White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171205-814748
12/05/17 10:41 AM,SSI-D01326299-LL-NAV,"Siunfhi Ethnic Trump Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-569746
12/05/17 08:10 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171205-140438
12/05/17 07:05 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171205-959024
12/05/17 07:01 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-387144
12/05/17 06:45 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171205-126530
12/05/17 05:56 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171205-458232
12/05/17 04:54 AM,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,"Rp130,000","Rp130,000",Pesanan ID-20171205-004590
12/05/17 04:54 AM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp115,000","Rp115,000",Pesanan ID-20171205-004590
12/05/17 04:50 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171205-488011
12/05/17 04:33 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp130,000","Rp130,000",Pesanan ID-20171205-876768
12/05/17 03:52 AM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",3,"Rp130,000","Rp390,000",Pesanan ID-20171205-795323
12/05/17 03:52 AM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171205-795323
12/05/17 02:03 AM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171205-572989
12/05/17 02:00 AM,SSI-D01326201-XL-KHA,"Siunfhi Ethnic Trump Blouse (XL,Khaki)",1,"Rp130,000","Rp130,000",Pesanan ID-20171205-667277
12/05/17 01:43 AM,SSI-D01326223-MM-KHA,"Siunfhi Ethnic Trump Blouse (M,Khaki)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-214315
12/05/17 01:43 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp120,000","Rp120,000",Pesanan ID-20171205-214315
12/05/17 01:34 AM,SSI-D01322275-XL-WHI,"Thafqya Plain Raglan Blouse (XL,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171205-587922
12/05/17 12:45 AM,SSI-D01220357-SS-YEL,"Devibav Plain Trump Blouse (S,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171205-044965
12/05/17 12:45 AM,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-044965
12/05/17 12:35 AM,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-094700
12/05/17 12:35 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp110,000","Rp110,000",Pesanan ID-20171205-094700
12/04/17 11:30 PM,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",2,"Rp115,000","Rp230,000",Pesanan ID-20171204-238474
12/04/17 11:30 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp115,000","Rp115,000",Pesanan ID-20171204-238474
12/04/17 10:45 PM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-597470
12/04/17 03:31 PM,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-557630
12/04/17 03:31 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp120,000","Rp120,000",Pesanan ID-20171204-557630
12/04/17 03:31 PM,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-357710
12/04/17 01:57 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171204-661654
12/04/17 01:57 PM,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,"Rp110,000","Rp110,000",Pesanan ID-20171204-661654
12/04/17 01:52 PM,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,Rp0,Rp0,Barang Rusak
12/04/17 01:34 PM,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-191453
12/04/17 12:51 PM,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,"Rp110,000","Rp110,000",Pesanan ID-20171204-582548
12/04/17 12:31 PM,SSI-D01220388-MM-SAL,"Devibav Plain Trump Blouse (M,Salem)",1,Rp0,Rp0,Barang Rusak
12/04/17 12:12 PM,SSI-D01322234-LL-WHI,"Thafqya Plain Raglan Blouse (L,White)",1,Rp0,Rp0,Barang Hilang
12/04/17 11:46 AM,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,"Rp130,000","Rp130,000",Pesanan ID-20171204-377474
12/04/17 10:02 AM,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,"Rp130,000","Rp130,000",Pesanan ID-20171204-430502
12/04/17 10:02 AM,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171204-430502
12/04/17 08:13 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-366388
12/04/17 08:13 AM,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,"Rp110,000","Rp110,000",Pesanan ID-20171204-366388
12/04/17 07:27 AM,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-236078
12/04/17 06:21 AM,SSI-D01220355-XX-YEL,"Devibav Plain Trump Blouse (XXL,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171204-203204
12/04/17 06:21 AM,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,"Rp110,000","Rp110,000",Pesanan ID-20171204-203204
12/04/17 06:10 AM,SSI-D00864661-MM-NAV,"Deklia Plain Casual Blouse (M,Navy)",1,"Rp120,000","Rp120,000",Pesanan ID-20171204-217545
12/04/17 05:31 AM,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,"Rp115,000","Rp115,000",Pesanan ID-20171204-599094
12/04/17 05:22 AM,SSI-D01220307-XL-SAL,"Devibav Plain Trump Blouse (XL,Salem)",1,"Rp110,000","Rp110,000",Pesanan ID-20171204-023078
12/04/17 05:21 AM,SSI-D01466064-X3-BLA,"Salyara Plain Casual Big Blouse (XXXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-658513
12/04/17 05:09 AM,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,"Rp115,000","Rp115,000",Pesanan ID-20171204-357067
12/04/17 05:09 AM,SSI-D01326286-LL-KHA,"Siunfhi Ethnic Trump Blouse (L,Khaki)",1,"Rp115,000","Rp115,000",Pesanan ID-20171204-357067
12/04/17 04:40 AM,SSI-D01220334-XL-YEL,"Devibav Plain Trump Blouse (XL,Yellow)",1,"Rp130,000","Rp130,000",Pesanan ID-20171204-688477
12/04/17 04:26 AM,SSI-D01326205-MM-NAV,"Siunfhi Ethnic Trump Blouse (M,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-447492
12/04/17 04:24 AM,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-286393
12/04/17 03:38 AM,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-567287
12/04/17 03:38 AM,SSI-D01401064-XL-RED,"Zeomila Zipper Casual Blouse (XL,Red)",1,"Rp115,000","Rp115,000",Pesanan ID-20171204-567287
12/04/17 03:05 AM,SSI-D01037822-XX-BLA,"Dellaya Plain Loose Big Blouse (XXL,Black)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-766028
12/04/17 02:56 AM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp120,000","Rp120,000",Pesanan ID-20171204-853415
12/04/17 02:11 AM,SSI-D01220349-LL-YEL,"Devibav Plain Trump Blouse (L,Yellow)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-092042
12/04/17 02:11 AM,SSI-D00864612-LL-NAV,"Deklia Plain Casual Blouse (L,Navy)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-092042
12/04/17 01:54 AM,SSI-D01037812-X3-BLA,"Dellaya Plain Loose Big Blouse (XXXL,Black)",1,"Rp120,000","Rp120,000",Pesanan ID-20171204-483210
12/04/17 01:40 AM,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,"Rp120,000","Rp120,000",Pesanan ID-20171204-848305
12/04/17 01:40 AM,SSI-D01401050-MM-RED,"Zeomila Zipper Casual Blouse (M,Red)",1,"Rp110,000","Rp110,000",Pesanan ID-20171204-848305
12/04/17 12:55 AM,SSI-D01401071-LL-RED,"Zeomila Zipper Casual Blouse (L,Red)",1,"Rp125,000","Rp125,000",Pesanan ID-20171204-778945
